"Gene.stable.ID","Gene.name"
"ENSMUSG00000099537","Gm28938"
"ENSMUSG00000101669","Gm28937"
"ENSMUSG00000099862","Gm28936"
"ENSMUSG00000101908","Gm21642"
"ENSMUSG00000101192","Gm29122"
"ENSMUSG00000101607","Gm28939"
"ENSMUSG00000101418","Gm28983"
"ENSMUSG00000099431","Gm28985"
"ENSMUSG00000100233","Gm20811"
"ENSMUSG00000100859","Gm28725"
"ENSMUSG00000099653","Gm28984"
"ENSMUSG00000100875","Gm28987"
"ENSMUSG00000100117","Gm28986"
"ENSMUSG00000101305","Gm29171"
"ENSMUSG00000099650","Gm28129"
"ENSMUSG00000101560","Gm28127"
"ENSMUSG00000101954","Gm28128"
"ENSMUSG00000099348","Gm28132"
"ENSMUSG00000099380","Gm28130"
"ENSMUSG00000101412","Gm28131"
"ENSMUSG00000099880","Gm29316"
"ENSMUSG00000101642","Gm29315"
"ENSMUSG00000101719","Gm28216"
"ENSMUSG00000100896","Gm28217"
"ENSMUSG00000099347","Gm28093"
"ENSMUSG00000101379","Gm28092"
"ENSMUSG00000100565","Gm28091"
"ENSMUSG00000100038","Gm29580"
"ENSMUSG00000100415","Gm28089"
"ENSMUSG00000101775","Gm28088"
"ENSMUSG00000095192","Gm21529"
"ENSMUSG00000100311","Gm29581"
"ENSMUSG00000094232","Gm21539"
"ENSMUSG00000099990","Gm29578"
"ENSMUSG00000101527","Gm21908"
"ENSMUSG00000096698","Gm21780"
"ENSMUSG00000099855","Gm28486"
"ENSMUSG00000100928","Gm28487"
"ENSMUSG00000101667","Rbmyf4"
"ENSMUSG00000093918","Rbmyf5"
"ENSMUSG00000099455","Gm29288"
"ENSMUSG00000094511","Rbmyf6"
"ENSMUSG00000101141","Gm21139"
"ENSMUSG00000093987","Rbmyf7"
"ENSMUSG00000100285","Gm21147"
"ENSMUSG00000095948","Rbmyf8"
"ENSMUSG00000100960","Gm21156"
"ENSMUSG00000099970","Rhoay-ps2"
"ENSMUSG00000099660","Gm2316"
"ENSMUSG00000096520","Rbmyf9"
"ENSMUSG00000101016","Gm2325"
"ENSMUSG00000100360","Gm28649"
"ENSMUSG00000099838","Gm8521"
"ENSMUSG00000100132","Gm18177"
"ENSMUSG00000101030","Gm28429"
"ENSMUSG00000100641","Gm28413"
"ENSMUSG00000101145","Gm28412"
"ENSMUSG00000100656","Gm8525"
"ENSMUSG00000100082","Gm28414"
"ENSMUSG00000101712","Gm28648"
"ENSMUSG00000101558","Gm28647"
"ENSMUSG00000100753","Gm29435"
"ENSMUSG00000101499","Vmn2r-ps139"
"ENSMUSG00000101108","Gm29038"
"ENSMUSG00000100300","Gm28191"
"ENSMUSG00000099514","Gm28241"
"ENSMUSG00000100446","Gm28242"
"ENSMUSG00000102680","Gm37222"
"ENSMUSG00000100984","Gm28357"
"ENSMUSG00000100137","Gm29352"
"ENSMUSG00000100958","Gm29351"
"ENSMUSG00000099575","Gm29350"
"ENSMUSG00000100597","Gm29349"
"ENSMUSG00000099410","Gm29355"
"ENSMUSG00000093927","Gm20918"
"ENSMUSG00000100792","Gm29161"
"ENSMUSG00000099766","Gm28767"
"ENSMUSG00000099726","Gm29160"
"ENSMUSG00000101576","Gm20915"
"ENSMUSG00000102115","Gm28766"
"ENSMUSG00000102102","Gm29159"
"ENSMUSG00000100292","Gm29198"
"ENSMUSG00000101081","Gm29193"
"ENSMUSG00000099815","Gm28430"
"ENSMUSG00000118404","Gm21746"
"ENSMUSG00000101525","Gm28593"
"ENSMUSG00000095148","Gm20873"
"ENSMUSG00000101707","Gm28916"
"ENSMUSG00000101055","Gm28443"
"ENSMUSG00000096686","Gm20830"
"ENSMUSG00000099505","Gm28442"
"ENSMUSG00000102039","Gm20788"
"ENSMUSG00000101479","Gm28997"
"ENSMUSG00000100939","Gm28998"
"ENSMUSG00000100262","Gm28398"
"ENSMUSG00000100453","Gm28397"
"ENSMUSG00000100858","Gm28400"
"ENSMUSG00000099965","Gm28399"
"ENSMUSG00000100948","Gm28395"
"ENSMUSG00000118447","Gm21788"
"ENSMUSG00000100961","Gm28394"
"ENSMUSG00000100806","Gm28396"
"ENSMUSG00000101521","Gm28393"
"ENSMUSG00000094081","Gm20826"
"ENSMUSG00000101181","Vmn2r-ps149"
"ENSMUSG00000100645","Gm28576"
"ENSMUSG00000100124","Gm28575"
"ENSMUSG00000101956","Gm28574"
"ENSMUSG00000101351","Gm28573"
"ENSMUSG00000100412","Gm28572"
"ENSMUSG00000102026","Gm28571"
"ENSMUSG00000099800","Gm28570"
"ENSMUSG00000099861","Gm29049"
"ENSMUSG00000095324","Gm20825"
"ENSMUSG00000101616","Gm29047"
"ENSMUSG00000100258","Gm29045"
"ENSMUSG00000101229","Gm29046"
"ENSMUSG00000101456","Gm29043"
"ENSMUSG00000103618","Gm37951"
"ENSMUSG00000101928","Gm20824"
"ENSMUSG00000100239","Gm28146"
"ENSMUSG00000100460","Gm28145"
"ENSMUSG00000101331","Gm28148"
"ENSMUSG00000101366","Gm28147"
"ENSMUSG00000101142","Gm28142"
"ENSMUSG00000100047","Gm28141"
"ENSMUSG00000100933","Gm28143"
"ENSMUSG00000100804","Gm28150"
"ENSMUSG00000101672","Gm28149"
"ENSMUSG00000099939","Gm28330"
"ENSMUSG00000100491","Gm28331"
"ENSMUSG00000099566","Gm28099"
"ENSMUSG00000101053","Gm20815"
"ENSMUSG00000101732","Gm28328"
"ENSMUSG00000099904","Gm28270"
"ENSMUSG00000099523","Gm28327"
"ENSMUSG00000100542","Gm28097"
"ENSMUSG00000101095","Gm29329"
"ENSMUSG00000100463","Gm28848"
"ENSMUSG00000100661","Gm29471"
"ENSMUSG00000100571","Gm29474"
"ENSMUSG00000100049","Gm28506"
"ENSMUSG00000100477","Gm28507"
"ENSMUSG00000099439","Gm29142"
"ENSMUSG00000095032","Gm21310"
"ENSMUSG00000099372","Gm28509"
"ENSMUSG00000101699","Gm28508"
"ENSMUSG00000095242","Gm20834"
"ENSMUSG00000100742","Gm28953"
"ENSMUSG00000100730","Gm20776"
"ENSMUSG00000094838","Gm20828"
"ENSMUSG00000101319","Gm28957"
"ENSMUSG00000100015","Gm28952"
"ENSMUSG00000101842","Gm28391"
"ENSMUSG00000101871","Gm28389"
"ENSMUSG00000100919","Gm28655"
"ENSMUSG00000101123","Gm28654"
"ENSMUSG00000100368","Gm28656"
"ENSMUSG00000103330","Gm35108"
"ENSMUSG00000104505","Gm37739"
"ENSMUSG00000102251","Gm37654"
"ENSMUSG00000102835","Gm37572"
"ENSMUSG00000103943","Gm37344"
"ENSMUSG00000102624","Gm37059"
"ENSMUSG00000102138","Gm31942"
"ENSMUSG00000102582","Gm37440"
"ENSMUSG00000103666","Gm38185"
"ENSMUSG00000102392","Gm37577"
"ENSMUSG00000095172","Gm20822"
"ENSMUSG00000102265","Gm32447"
"ENSMUSG00000103234","Gm37158"
"ENSMUSG00000102288","Gm36998"
"ENSMUSG00000094829","Gm21809"
"ENSMUSG00000102867","Gm37635"
"ENSMUSG00000102968","Gm35070"
"ENSMUSG00000103796","Gm38094"
"ENSMUSG00000102552","Gm21763"
"ENSMUSG00000102195","Gm38168"
"ENSMUSG00000104506","Gm37740"
"ENSMUSG00002074919","Gm54350"
"ENSMUSG00000102913","Gm37723"
"ENSMUSG00000103664","Gm36261"
"ENSMUSG00000103005","Gm37898"
"ENSMUSG00000103752","Gm36467"
"ENSMUSG00000102551","Gm37927"
"ENSMUSG00000103365","Gm36929"
"ENSMUSG00000103829","Gm38174"
"ENSMUSG00000103689","Gm30598"
"ENSMUSG00000094294","Gm20909"
"ENSMUSG00000093848","Gm20865"
"ENSMUSG00000102429","Gm37462"
"ENSMUSG00000102849","Gm37658"
"ENSMUSG00000102513","Gm32347"
"ENSMUSG00000102966","Gm31123"
"ENSMUSG00000104425","Gm38370"
"ENSMUSG00000102146","Gm38054"
"ENSMUSG00000102159","Gm37476"
"ENSMUSG00000102506","Gm37369"
"ENSMUSG00000102826","Gm38181"
"ENSMUSG00000053211","Zfy1"
"ENSMUSG00000069053","Uba1y"
"ENSMUSG00000101107","Gm28587"
"ENSMUSG00000101666","Rhoay-ps3"
"ENSMUSG00000056673","Kdm5d"
"ENSMUSG00000075874","n-R5s1"
"ENSMUSG00002076920","Gm54351"
"ENSMUSG00000069049","Eif2s3y"
"ENSMUSG00000099876","Gm29650"
"ENSMUSG00000068457","Uty"
"ENSMUSG00000069045","Ddx3y"
"ENSMUSG00000101059","Gm4017"
"ENSMUSG00000099809","Gm18665"
"ENSMUSG00000069044","Usp9y"
"ENSMUSG00000077793","Gm25565"
"ENSMUSG00000100842","Gm17790"
"ENSMUSG00000101947","Gm29167"
"ENSMUSG00000100619","Gm8446"
"ENSMUSG00000100877","Gm28534"
"ENSMUSG00000100576","Gm28975"
"ENSMUSG00000100326","Gm28974"
"ENSMUSG00000100356","Gm18797"
"ENSMUSG00000101443","Rhoay-ps1"
"ENSMUSG00000000103","Zfy2"
"ENSMUSG00000099614","Uba1y-ps2"
"ENSMUSG00000099973","Gm18796"
"ENSMUSG00000099888","Gm29552"
"ENSMUSG00000100445","Gm29550"
"ENSMUSG00000102072","Gm29551"
"ENSMUSG00000101290","Gm8480"
"ENSMUSG00000100103","Gm29553"
"ENSMUSG00002075837","Gm54352"
"ENSMUSG00000102120","Gm28630"
"ENSMUSG00000099445","Gm28629"
"ENSMUSG00000094881","H2al2c"
"ENSMUSG00000099748","Uba1y-ps1"
"ENSMUSG00000069036","Sry"
"ENSMUSG00000101064","Gm18798"
"ENSMUSG00000095573","H2al2b"
"ENSMUSG00000102053","Rbmyf1"
"ENSMUSG00000100700","Gm6137"
"ENSMUSG00000101066","Gm8498"
"ENSMUSG00000094658","Rbmy"
"ENSMUSG00000095852","Rbmyf2"
"ENSMUSG00000100145","Gm8502"
"ENSMUSG00000099405","Gm8506"
"ENSMUSG00000091987","Rbmyf3"
"ENSMUSG00000099728","Gm8510"
"ENSMUSG00000101106","Gm28819"
"ENSMUSG00000101786","Gm28840"
"ENSMUSG00000121285","Gm28840"
"ENSMUSG00000101444","Gm29179"
"ENSMUSG00000121289","Gm57861"
"ENSMUSG00000100898","Gm29178"
"ENSMUSG00000121290","Gm57862"
"ENSMUSG00000102129","Gm28969"
"ENSMUSG00000121291","Gm57863"
"ENSMUSG00000100379","Gm28677"
"ENSMUSG00000121292","Gm57864"
"ENSMUSG00000099685","Gm29617"
"ENSMUSG00000121293","Gm57865"
"ENSMUSG00000100559","Gm20803"
"ENSMUSG00000101326","Gm28835"
"ENSMUSG00000121321","Gm57866"
"ENSMUSG00000100322","Gm29624"
"ENSMUSG00000121323","Gm57867"
"ENSMUSG00000100165","Gm28253"
"ENSMUSG00000121324","Gm57868"
"ENSMUSG00000101177","Gm29586"
"ENSMUSG00000121327","Gm57869"
"ENSMUSG00000100988","Gm28136"
"ENSMUSG00000121328","Gm57870"
"ENSMUSG00000101032","Gm29377"
"ENSMUSG00000101202","Gm28749"
"ENSMUSG00000099570","Gm29000"
"ENSMUSG00000121332","Orly"
"ENSMUSG00000101686","Gm29633"
"ENSMUSG00000121333","Gm57872"
"ENSMUSG00000101164","Gm29218"
"ENSMUSG00000121334","Gm57873"
"ENSMUSG00000118461","Gm21679"
"ENSMUSG00000102088","Gm21064"
"ENSMUSG00000099684","4921509O09Rik"
"ENSMUSG00000100312","Gm29048"
"ENSMUSG00000121461","Gm57874"
"ENSMUSG00000091749","Tspy-ps"
"ENSMUSG00000095365","Rbm31y"
"ENSMUSG00000102400","Gm37865"
"ENSMUSG00000102520","Gm36941"
"ENSMUSG00000102726","Gm37937"
"ENSMUSG00000102739","Gm20772"
"ENSMUSG00000094325","Gm20831"
"ENSMUSG00000103757","Gm37286"
"ENSMUSG00000103994","Gm38028"
"ENSMUSG00000095267","Ssty1"
"ENSMUSG00000103917","Gm38072"
"ENSMUSG00000103514","Gm37433"
"ENSMUSG00000102150","Gm37473"
"ENSMUSG00000103782","Gm37656"
"ENSMUSG00000104050","Gm38127"
"ENSMUSG00000102264","Gm30638"
"ENSMUSG00000121531","Gm57875"
"ENSMUSG00000094161","Gm21904"
"ENSMUSG00000096819","Srsy"
"ENSMUSG00000095879","Gm21764"
"ENSMUSG00000121532","Gm57876"
"ENSMUSG00000104510","Gm34015"
"ENSMUSG00000095520","Gm20877"
"ENSMUSG00000103602","Gm33191"
"ENSMUSG00000102586","Gm38003"
"ENSMUSG00000121533","Gm57877"
"ENSMUSG00000094135","Gm21379"
"ENSMUSG00000104267","Gm20807"
"ENSMUSG00000103352","Gm38084"
"ENSMUSG00000102335","Gm37231"
"ENSMUSG00000103474","Gm37252"
"ENSMUSG00000103468","Gm21440"
"ENSMUSG00000093903","Gm21454"
"ENSMUSG00000103176","Gm37147"
"ENSMUSG00000104522","Gm38159"
"ENSMUSG00000102177","Gm37870"
"ENSMUSG00000102346","Gm37378"
"ENSMUSG00000102583","Gm37441"
"ENSMUSG00000104048","Gm37561"
"ENSMUSG00000104404","Gm36728"
"ENSMUSG00000102799","Gm32295"
"ENSMUSG00000103524","Gm37263"
"ENSMUSG00000121535","Gm57878"
"ENSMUSG00000121536","Gm57879"
"ENSMUSG00000121537","Gm57880"
"ENSMUSG00000100564","Gm28682"
"ENSMUSG00000101215","Gm28569"
"ENSMUSG00000100206","Gm28681"
"ENSMUSG00000100765","Gm28684"
"ENSMUSG00000099831","Gm28683"
"ENSMUSG00000101868","Gm28680"
"ENSMUSG00000100914","Gm28679"
"ENSMUSG00000121538","Gm57881"
"ENSMUSG00000121539","Gm57882"
"ENSMUSG00000121540","Gm57883"
"ENSMUSG00000121541","Gm57884"
"ENSMUSG00000101317","Gm28284"
"ENSMUSG00000101244","Gm29368"
"ENSMUSG00000101424","Gm28073"
"ENSMUSG00000100715","Gm28074"
"ENSMUSG00000099551","Gm28072"
"ENSMUSG00000101531","Gm29672"
"ENSMUSG00000100425","Gm29131"
"ENSMUSG00000101005","Gm20871"
"ENSMUSG00000101300","Gm29130"
"ENSMUSG00000121543","Gm57885"
"ENSMUSG00000121544","Gm57886"
"ENSMUSG00000121545","Gm57887"
"ENSMUSG00000121546","Gm57888"
"ENSMUSG00000121547","Gm57889"
"ENSMUSG00000121551","Gm57890"
"ENSMUSG00000121552","Gm57891"
"ENSMUSG00000121553","Gm57892"
"ENSMUSG00000121554","Gm57893"
"ENSMUSG00000100501","Gm29466"
"ENSMUSG00000100083","Gm29467"
"ENSMUSG00000101991","Gm21724"
"ENSMUSG00000100076","Gm20963"
"ENSMUSG00000121557","Gm57894"
"ENSMUSG00000121556","Gm57895"
"ENSMUSG00000101100","Gm28326"
"ENSMUSG00000101744","Gm28325"
"ENSMUSG00000099978","Gm29407"
"ENSMUSG00000101150","Gm29405"
"ENSMUSG00000099595","Gm29406"
"ENSMUSG00000100073","Gm29404"
"ENSMUSG00000100223","Gm29403"
"ENSMUSG00000101782","Gm28964"
"ENSMUSG00000101155","Sly"
"ENSMUSG00000100295","Gm28165"
"ENSMUSG00000100578","Gm28709"
"ENSMUSG00000101245","Gm28965"
"ENSMUSG00000100456","Gm21868"
"ENSMUSG00000096122","Gm21943"
"ENSMUSG00000101943","Gm28532"
"ENSMUSG00000100724","Gm28533"
"ENSMUSG00000099388","Gm28966"
"ENSMUSG00000101399","Gm28961"
"ENSMUSG00000101350","Gm28962"
"ENSMUSG00000100614","Gm28963"
"ENSMUSG00000121558","Gm57896"
"ENSMUSG00000121559","Gm57897"
"ENSMUSG00000121560","Gm57898"
"ENSMUSG00000121561","Gm57899"
"ENSMUSG00000121562","Gm57900"
"ENSMUSG00000121563","Gm57901"
"ENSMUSG00000121564","Gm57902"
"ENSMUSG00000121565","Gm57903"
"ENSMUSG00000121566","Gm57904"
"ENSMUSG00000121567","Gm57905"
"ENSMUSG00000100278","Gm28082"
"ENSMUSG00000094052","Gm21118"
"ENSMUSG00000099530","Gm29644"
"ENSMUSG00000099948","Gm29424"
"ENSMUSG00000104442","4932431L22Rik"
"ENSMUSG00000101440","Gm29425"
"ENSMUSG00000103871","Gm38361"
"ENSMUSG00000104356","Gm31260"
"ENSMUSG00000104472","Gm38209"
"ENSMUSG00000103347","Gm37734"
"ENSMUSG00000104407","Gm38013"
"ENSMUSG00000103612","Gm37948"
"ENSMUSG00000102580","Gm37442"
"ENSMUSG00000102273","Gm34550"
"ENSMUSG00000102294","Gm37544"
"ENSMUSG00000103190","Gm34716"
"ENSMUSG00000100231","Gm29554"
"ENSMUSG00000101469","Gm29556"
"ENSMUSG00000095508","Gm20812"
"ENSMUSG00000095606","Gm21258"
"ENSMUSG00000094570","Gm20931"
"ENSMUSG00000100488","Gm29559"
"ENSMUSG00000095867","Gm20917"
"ENSMUSG00000100784","Gm28421"
"ENSMUSG00000101044","Gm28420"
"ENSMUSG00000099636","Gm28422"
"ENSMUSG00000094746","Gm20916"
"ENSMUSG00000100494","Gm29033"
"ENSMUSG00000101118","Gm29034"
"ENSMUSG00000100064","Gm28339"
"ENSMUSG00000095793","Gm20855"
"ENSMUSG00000100299","Gm28584"
"ENSMUSG00000101127","Gm28585"
"ENSMUSG00000096650","Gm20896"
"ENSMUSG00000102058","Gm28470"
"ENSMUSG00000100034","Gm28469"
"ENSMUSG00000101713","Gm28668"
"ENSMUSG00000099531","Gm20869"
"ENSMUSG00000100008","Gm28481"
"ENSMUSG00000101134","Gm28482"
"ENSMUSG00000100537","Gm28485"
"ENSMUSG00000094660","Gm21394"
"ENSMUSG00000101052","Gm28471"
"ENSMUSG00000101160","Gm29338"
"ENSMUSG00000099840","Gm21409"
"ENSMUSG00000100951","Gm29339"
"ENSMUSG00000101068","Gm28759"
"ENSMUSG00000101405","Gm28758"
"ENSMUSG00000099633","Gm29071"
"ENSMUSG00000100232","Gm28947"
"ENSMUSG00000100485","Gm20920"
"ENSMUSG00000101484","Gm28798"
"ENSMUSG00000100587","Gm28797"
"ENSMUSG00000099828","Gm28796"
"ENSMUSG00000101158","Gm20894"
"ENSMUSG00000101286","Gm21317"
"ENSMUSG00000100316","Gm28812"
"ENSMUSG00000101284","Gm28811"
"ENSMUSG00000100651","Gm28810"
"ENSMUSG00000101933","Gm20835"
"ENSMUSG00000100647","Gm29027"
"ENSMUSG00000099894","Gm20911"
"ENSMUSG00000100125","Gm28739"
"ENSMUSG00000100915","Gm29321"
"ENSMUSG00000096769","Gm21117"
"ENSMUSG00000094616","Gm20888"
"ENSMUSG00000100653","Gm28238"
"ENSMUSG00000094647","Gm21650"
"ENSMUSG00000099646","Gm28541"
"ENSMUSG00000099535","Gm28542"
"ENSMUSG00000101285","Gm28600"
"ENSMUSG00000094821","Gm21518"
"ENSMUSG00000095979","Gm21209"
"ENSMUSG00000101339","Gm29180"
"ENSMUSG00000099731","Gm29181"
"ENSMUSG00000096902","Gm20843"
"ENSMUSG00000101533","Gm29393"
"ENSMUSG00000102045","Gm21294"
"ENSMUSG00000100407","Gm28472"
"ENSMUSG00000095153","Gm21095"
"ENSMUSG00000100946","Gm28473"
"ENSMUSG00000101851","Gm28474"
"ENSMUSG00000099541","Gm21488"
"ENSMUSG00000099573","Gm28854"
"ENSMUSG00000102104","Gm28858"
"ENSMUSG00000100055","Gm20890"
"ENSMUSG00000101929","Gm28245"
"ENSMUSG00000100708","Gm21173"
"ENSMUSG00000101353","Gm29203"
"ENSMUSG00000100726","Gm21497"
"ENSMUSG00000101200","Gm20802"
"ENSMUSG00000099903","Gm29070"
"ENSMUSG00000100972","Gm28553"
"ENSMUSG00000102019","Gm21873"
"ENSMUSG00000101465","Gm29190"
"ENSMUSG00000095578","Gm21760"
"ENSMUSG00000095135","Gm21858"
"ENSMUSG00000100195","Gm29244"
"ENSMUSG00000100667","Gm57478"
"ENSMUSG00000101653","Gm20792"
"ENSMUSG00000100423","Gm28754"
"ENSMUSG00000093895","Gm21865"
"ENSMUSG00000103371","Gm35134"
"ENSMUSG00000103489","Gm37998"
"ENSMUSG00000104191","Gm30737"
"ENSMUSG00000102492","Gm36987"
"ENSMUSG00000100330","Gm28531"
"ENSMUSG00000100608","Gm21996"
"ENSMUSG00000101250","Gm28105"
"ENSMUSG00000100352","Gm28104"
"ENSMUSG00000100682","Gm28103"
"ENSMUSG00000101915","Gm28102"
"ENSMUSG00000099695","Gm28488"
"ENSMUSG00000100399","Gm28491"
"ENSMUSG00000094789","Gm28490"
"ENSMUSG00000100321","Gm29579"
"ENSMUSG00000100467","Gm29582"
"ENSMUSG00000100338","Gm28870"
"ENSMUSG00000099638","Gm28279"
"ENSMUSG00000094181","Gm21739"
"ENSMUSG00000094782","Gm21256"
"ENSMUSG00000095011","Gm20838"
"ENSMUSG00000101110","Gm28890"
"ENSMUSG00000095141","Gm28891"
"ENSMUSG00000096178","Gm20837"
"ENSMUSG00000100964","Gm29503"
"ENSMUSG00000096626","Gm21861"
"ENSMUSG00000099677","Gm21722"
"ENSMUSG00000100925","Gm28898"
"ENSMUSG00000099740","Gm28897"
"ENSMUSG00000099792","Gm29564"
"ENSMUSG00000099925","Gm28827"
"ENSMUSG00000101528","Gm29110"
"ENSMUSG00000102262","Gm38107"
"ENSMUSG00000103528","Gm31571"
"ENSMUSG00000102668","Gm29866"
"ENSMUSG00000104131","Gm36950"
"ENSMUSG00000100731","Gm29523"
"ENSMUSG00000100074","Gm29524"
"ENSMUSG00000099676","Gm29528"
"ENSMUSG00000094813","Gm20777"
"ENSMUSG00000099482","Gm28955"
"ENSMUSG00000099776","Gm28954"
"ENSMUSG00000101396","Gm28510"
"ENSMUSG00000100995","Gm29525"
"ENSMUSG00000100273","Gm29526"
"ENSMUSG00000095950","Gm20737"
"ENSMUSG00000118472","Gm21775"
"ENSMUSG00000118422","Gm21900"
"ENSMUSG00000100369","Gm29527"
"ENSMUSG00000075359","Gm20775"
"ENSMUSG00000099668","Gm29522"
"ENSMUSG00000100289","Gm28917"
"ENSMUSG00000101243","Gm28919"
"ENSMUSG00000079806","Gm21719"
"ENSMUSG00000100479","Gm28921"
"ENSMUSG00000099352","Gm28920"
"ENSMUSG00000101388","Gm28444"
"ENSMUSG00000100634","Gm28171"
"ENSMUSG00000100056","Gm28173"
"ENSMUSG00000102338","Gm37236"
"ENSMUSG00000101291","Gm29194"
"ENSMUSG00000096036","Gm21778"
"ENSMUSG00000102042","Gm29195"
"ENSMUSG00000100878","Gm29196"
"ENSMUSG00000099721","Gm28435"
"ENSMUSG00000100710","Gm29197"
"ENSMUSG00002075850","Gm54349"
"ENSMUSG00000099761","Gm29158"
"ENSMUSG00000096706","Gm21854"
"ENSMUSG00000101805","Gm28768"
"ENSMUSG00000101380","Gm28769"
"ENSMUSG00000096268","Gm20914"
"ENSMUSG00000094773","Gm21812"
"ENSMUSG00000099688","Gm29535"
"ENSMUSG00000101094","Gm29533"
"ENSMUSG00000101647","Gm29534"
"ENSMUSG00000096223","Gm21874"
"ENSMUSG00000101737","Gm28849"
"ENSMUSG00000100752","Gm28847"
"ENSMUSG00000094556","Gm20821"
"ENSMUSG00000101913","Gm28999"
"ENSMUSG00000094484","Gm21244"
"ENSMUSG00000100080","Gm29364"
"ENSMUSG00000101441","Gm29363"
"ENSMUSG00000091077","Gm21292"
"ENSMUSG00000094679","Gm21721"
"ENSMUSG00000100109","Gm29366"
"ENSMUSG00000100848","Gm29281"
"ENSMUSG00000096820","Gm21425"
"ENSMUSG00000095900","Gm20773"
"ENSMUSG00000102005","Gm29409"
"ENSMUSG00000101491","Gm28632"
"ENSMUSG00000100624","Gm28101"
"ENSMUSG00000102388","Gm33815"
"ENSMUSG00000094699","Gm28637"
"ENSMUSG00000100659","Gm28636"
"ENSMUSG00000099555","Gm28081"
"ENSMUSG00000102065","Gm28302"
"ENSMUSG00000099619","Gm28300"
"ENSMUSG00000099399","Gm28301"
"ENSMUSG00000095134","Mid1-ps1"
"ENSMUSG00000099871","Gm21742"
"ENSMUSG00000102993","Gm37765"
"ENSMUSG00000103311","Gm38229"
"ENSMUSG00000104070","Gm36866"
"ENSMUSG00000102842","Gm38035"
"ENSMUSG00000102576","Gm37875"
"ENSMUSG00000101957","Gm29576"
"ENSMUSG00000101898","Gm28122"
"ENSMUSG00000103615","Gm30045"
"ENSMUSG00000094911","Gm21921"
"ENSMUSG00000104431","Gm37112"
"ENSMUSG00000103758","Gm37287"
"ENSMUSG00000104146","Gm30175"
"ENSMUSG00000102507","Gm21350"
"ENSMUSG00000103714","Gm20857"
"ENSMUSG00000103660","Gm30705"
"ENSMUSG00000094939","Gm21773"
"ENSMUSG00000103982","Gm37451"
"ENSMUSG00000102328","Gm37793"
"ENSMUSG00000103487","Gm30858"
"ENSMUSG00000101020","Gm28377"
"ENSMUSG00000094404","Gm21776"
"ENSMUSG00000103681","Gm37130"
"ENSMUSG00000104409","Gm37467"
"ENSMUSG00000103872","Gm38363"
"ENSMUSG00000102787","Gm30174"
"ENSMUSG00000101090","Gm28619"
"ENSMUSG00002075449","Gm54341"
"ENSMUSG00002074974","Gm54342"
"ENSMUSG00000099379","Gm28993"
"ENSMUSG00000100070","Gm28994"
"ENSMUSG00000095452","Gm20795"
"ENSMUSG00000100091","Gm28597"
"ENSMUSG00000100649","Gm28428"
"ENSMUSG00000099628","Gm28427"
"ENSMUSG00000099897","Gm28426"
"ENSMUSG00000099785","Gm28425"
"ENSMUSG00000101536","Gm28834"
"ENSMUSG00000099652","Gm28833"
"ENSMUSG00000101212","Gm29354"
"ENSMUSG00000101041","Gm29353"
"ENSMUSG00000118417","Gm50460"
"ENSMUSG00000101769","Gm29356"
"ENSMUSG00000095433","Gm21914"
"ENSMUSG00000100508","Gm28617"
"ENSMUSG00000100771","Gm28618"
"ENSMUSG00000099780","Gm29537"
"ENSMUSG00000099661","Gm28781"
"ENSMUSG00000100115","Gm28174"
"ENSMUSG00000100043","Gm29433"
"ENSMUSG00000099786","Gm29215"
"ENSMUSG00000095725","Gm21801"
"ENSMUSG00000100900","Gm28850"
"ENSMUSG00000121593","Gm57906"
"ENSMUSG00000121591","Gm57907"
"ENSMUSG00000095927","Gm21822"
"ENSMUSG00000121594","Gm57908"
"ENSMUSG00000095769","Gm21891"
"ENSMUSG00000095759","Gm21828"
"ENSMUSG00000095462","Gm21725"
"ENSMUSG00000101774","Gm29616"
"ENSMUSG00000100276","Gm29618"
"ENSMUSG00000101318","Gm29109"
"ENSMUSG00000100805","Gm29108"
"ENSMUSG00000094507","Gm21913"
"ENSMUSG00002075716","Gm54339"
"ENSMUSG00000101218","Gm29416"
"ENSMUSG00002075673","Gm54340"
"ENSMUSG00000102087","Gm28790"
"ENSMUSG00000101428","Gm29272"
"ENSMUSG00000093883","Gm21866"
"ENSMUSG00000121534","Gm57909"
"ENSMUSG00000094227","Gm21767"
"ENSMUSG00000121589","Gm57910"
"ENSMUSG00000104499","Gm30353"
"ENSMUSG00000103431","Gm30686"
"ENSMUSG00000099723","Gm28595"
"ENSMUSG00000104381","Gm37032"
"ENSMUSG00000094354","Gm21882"
"ENSMUSG00000121592","Gm57911"
"ENSMUSG00000121590","Gm57912"
"ENSMUSG00000096885","Gm21797"
"ENSMUSG00000096120","Gm21800"
"ENSMUSG00000095968","Gm21842"
"ENSMUSG00000101779","Gm28170"
"ENSMUSG00000101745","Gm28764"
"ENSMUSG00000100957","Gm28762"
"ENSMUSG00000099756","Gm28763"
"ENSMUSG00000095263","Gm21094"
"ENSMUSG00000096272","Gm21588"
"ENSMUSG00000099426","Gm28761"
"ENSMUSG00000096711","Gm21599"
"ENSMUSG00000101728","Gm28765"
"ENSMUSG00000101829","Gm21752"
"ENSMUSG00000099496","Gm28365"
"ENSMUSG00000094399","Gm21477"
"ENSMUSG00000099912","Gm28368"
"ENSMUSG00000100377","Gm28369"
"ENSMUSG00000100243","Gm28367"
"ENSMUSG00000101374","Gm28844"
